postgres	PUBLIC	car_shop_db	pg_catalog	pg_type	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	domain_udt_usage	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	domain_udt_usage	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_settings	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_settings	UPDATE	NO	NO
postgres	postgres	car_shop_db	pg_catalog	pg_settings	SELECT	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_settings	INSERT	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_settings	UPDATE	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_settings	DELETE	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_settings	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_settings	REFERENCES	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_settings	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	information_schema	domains	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	domains	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	domains	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	domains	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	domains	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	domains	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	domains	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	domains	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	information_schema	enabled_roles	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	enabled_roles	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	enabled_roles	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	enabled_roles	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	enabled_roles	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	enabled_roles	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	enabled_roles	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	enabled_roles	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_timezone_abbrevs	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	key_column_usage	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	key_column_usage	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	key_column_usage	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	key_column_usage	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	key_column_usage	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	key_column_usage	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	key_column_usage	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	key_column_usage	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_timezone_names	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	parameters	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	parameters	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	parameters	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	parameters	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	parameters	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	parameters	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	parameters	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	parameters	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_all_tables	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	referential_constraints	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	referential_constraints	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	referential_constraints	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	referential_constraints	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	referential_constraints	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	referential_constraints	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	referential_constraints	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	referential_constraints	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_sys_tables	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	role_column_grants	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	role_column_grants	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	role_column_grants	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	role_column_grants	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_column_grants	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_column_grants	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_column_grants	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	role_column_grants	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_user_tables	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	role_routine_grants	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	role_routine_grants	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	role_routine_grants	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	role_routine_grants	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_routine_grants	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_routine_grants	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_routine_grants	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	role_routine_grants	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_statio_all_tables	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	role_table_grants	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	role_table_grants	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	role_table_grants	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	role_table_grants	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_table_grants	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_table_grants	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_table_grants	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	role_table_grants	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_statio_sys_tables	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	role_usage_grants	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	role_usage_grants	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	role_usage_grants	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	role_usage_grants	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_usage_grants	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_usage_grants	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	role_usage_grants	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	role_usage_grants	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_statio_user_tables	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_all_indexes	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_sys_indexes	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_statio_user_indexes	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	routine_privileges	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	routine_privileges	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	routine_privileges	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	routine_privileges	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	routine_privileges	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	routine_privileges	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	routine_privileges	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	routine_privileges	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_statio_all_sequences	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	column_udt_usage	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	column_udt_usage	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	column_udt_usage	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	column_udt_usage	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	column_udt_usage	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	column_udt_usage	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	column_udt_usage	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	column_udt_usage	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_statio_sys_sequences	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	routines	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	routines	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	routines	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	routines	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	routines	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	routines	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	routines	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	routines	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_statio_user_sequences	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	schemata	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	schemata	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	schemata	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	schemata	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	schemata	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	schemata	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	schemata	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	schemata	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_activity	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	columns	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	columns	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	columns	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	columns	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	columns	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	columns	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	columns	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	columns	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_database	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_listener	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_user_functions	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_description	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_bgwriter	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	constraint_column_usage	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	constraint_column_usage	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	constraint_column_usage	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	constraint_column_usage	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	constraint_column_usage	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	constraint_column_usage	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	constraint_column_usage	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	constraint_column_usage	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_user_mappings	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_cast	SELECT	NO	NO
postgres	postgres	car_shop_db	pg_catalog	pg_user_mapping	SELECT	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_user_mapping	INSERT	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_user_mapping	UPDATE	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_user_mapping	DELETE	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_user_mapping	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_user_mapping	REFERENCES	YES	NO
postgres	postgres	car_shop_db	pg_catalog	pg_user_mapping	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_enum	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_namespace	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_attribute	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_proc	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_class	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_attrdef	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_constraint	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_inherits	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_index	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_operator	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_opfamily	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_opclass	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_am	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_amop	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_amproc	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_language	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_largeobject	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_aggregate	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_rewrite	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_trigger	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	column_privileges	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	column_privileges	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	column_privileges	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	column_privileges	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	column_privileges	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	column_privileges	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	column_privileges	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	column_privileges	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_conversion	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_depend	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_tablespace	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_pltemplate	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_shdepend	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_shdescription	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_ts_config	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_ts_config_map	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_ts_dict	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_ts_parser	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_ts_template	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_foreign_data_wrapper	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_foreign_server	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_auth_members	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_stat_user_indexes	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_statio_all_indexes	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	pg_catalog	pg_statio_sys_indexes	SELECT	NO	NO
postgres	PUBLIC	car_shop_db	information_schema	information_schema_catalog_name	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	information_schema_catalog_name	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	information_schema_catalog_name	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	information_schema_catalog_name	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	information_schema_catalog_name	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	information_schema_catalog_name	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	information_schema_catalog_name	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	information_schema_catalog_name	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	information_schema	applicable_roles	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	applicable_roles	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	applicable_roles	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	applicable_roles	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	applicable_roles	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	applicable_roles	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	applicable_roles	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	applicable_roles	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	information_schema	administrable_role_authorizations	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	administrable_role_authorizations	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	administrable_role_authorizations	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	administrable_role_authorizations	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	administrable_role_authorizations	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	administrable_role_authorizations	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	administrable_role_authorizations	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	administrable_role_authorizations	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	information_schema	attributes	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	attributes	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	attributes	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	attributes	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	attributes	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	attributes	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	attributes	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	attributes	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	information_schema	check_constraint_routine_usage	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	check_constraint_routine_usage	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraint_routine_usage	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraint_routine_usage	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraint_routine_usage	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraint_routine_usage	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraint_routine_usage	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraint_routine_usage	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	information_schema	check_constraints	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	check_constraints	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraints	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraints	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraints	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraints	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraints	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	check_constraints	TRIGGER	YES	NO
postgres	PUBLIC	car_shop_db	information_schema	column_domain_usage	SELECT	NO	NO
postgres	postgres	car_shop_db	information_schema	column_domain_usage	SELECT	YES	NO
postgres	postgres	car_shop_db	information_schema	column_domain_usage	INSERT	YES	NO
postgres	postgres	car_shop_db	information_schema	column_domain_usage	UPDATE	YES	NO
postgres	postgres	car_shop_db	information_schema	column_domain_usage	DELETE	YES	NO
postgres	postgres	car_shop_db	information_schema	column_domain_usage	TRUNCATE	YES	NO
postgres	postgres	car_shop_db	information_schema	column_domain_usage	REFERENCES	YES	NO
postgres	postgres	car_shop_db	information_schema	column_domain_usage	TRIGGER	YES	NO
